session_id,customer_id,speaker_id,speaker,content,attachments,created_at
01KNWYBA4GY4METEKN821T98YA,,24471b3b2be7c2a86f2c7e239353123c,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-11 08:16:31.878262+08:00
01KNX4ADNE6S33RZW0MZSMBTYJ,,3e051736430350514b9bfbb7cc4d86b4,AGENT,こんにちは。株式会社クレッセントのアシスタント、月餅と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 10:00:56.021277+08:00
01KNX52J22XG04SDS425GG03HZ,,617607bf8ec437d931c7beb368ec5b20,AGENT,こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントをしております。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 10:14:03.561592+08:00
01KNX57T5E62R0E82ZRGPNWCA3,,6b7d93aed6bbdb40191747005dd0f063,AGENT,"こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME! や、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はありますか？",,2026-04-11 10:16:56.237249+08:00
01KNX6NYREM320BB47PBE1Q0FR,,138f13f43d2d714060307f0656c3a890,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご紹介できますが、ご興味はありますか？,,2026-04-11 10:42:30.235694+08:00
01KNX6QTS8YCX1CA4654WYYCQY,,f7fb9606bf057950457079b96a86ec8a,AGENT,初めまして。私、株式会社クレッセントのアシスタント「ゲッペイ」と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はございますか？,,2026-04-11 10:43:08.816550+08:00
01KNX6T7Q98BCCF96X7MYHY43W,,138f13f43d2d714060307f0656c3a890,AGENT,クレスセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-11 10:44:28.996408+08:00
01KNX6XSTVEYR6R32YSSJGAND5,,f7fb9606bf057950457079b96a86ec8a,AGENT,こんにちは。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、または業界最高水準のモーションキャプチャシステムViconについてご興味はございませんか？,,2026-04-11 10:46:24.059915+08:00
01KNX6Y739Y9PVEY7XTPSNSF46,,21b884d0631488c259d161e185a8af84,AGENT,"月餅と申します。クレッセントのアシスタントを務めております。

ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムVicon、どちらにご興味がありますか？",,2026-04-11 10:46:39.794715+08:00
01KNX7762R1XWRKGKNFCZ8VN6A,,bd01247fd04f39e5320a5f1db8e6d806,AGENT,"こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントです。

ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconにご興味はありますか？",,2026-04-11 10:51:31.526896+08:00
01KNX9ZRHBBRGESEAG4SGMF856,,8b2489a60ce455accf979333d463fa35,AGENT,"こんにちは！ゲッペイと申します。クレッセントのアシスタントです。

今日はどのようなご用件でしょうか。ライブ配信などで活用できるVolu☆ME! や、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの様々な技術についてお話しできます。",,2026-04-11 11:39:53.729616+08:00
01KNXB8CX5AHYYRM76JHHM9503,,97f08b21f741cc4d13026e83cbb82976,AGENT,こんにちは。クレッセントアシスタントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 12:02:05.307985+08:00
01KNXBV3V8CA6H3ZTEMEF94B2C,,a5f0056477630f03aae9da8154388353,AGENT,いらっしゃいませ。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどにご興味はございますか？,,2026-04-11 12:12:20.997901+08:00
01KNXDXX9YQFCQ94TEXZ2AFAXE,,302c6a8f7da4ffd9fc7afbed4d36d5ba,AGENT,初めまして。私、株式会社クレッセントのアシスタント「ゲッペイ」と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなど、様々なソリューションをご用意しております。,,2026-04-11 12:48:47.314832+08:00
01KNXHGJCKV87W0YBHY8364B68,,76cf07b5aa6ac15a6f3afee24466f6b3,AGENT,"こんにちは！ 私、クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME! や、業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？",,2026-04-11 13:51:25.772846+08:00
01KNXHTBN35W23JVHJEB5PAGY7,,2e68639c294341b3765e25cf87035b15,AGENT,こんにちは、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はございますか？,,2026-04-11 13:56:46.431620+08:00
01KNXJE6J87QGQVWH37MYZ8W8A,,157da4b2358bbe5415e73be5a1af5a5a,AGENT,"こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントです。

ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？",,2026-04-11 14:07:37.301156+08:00
01KNXK1C0VYHRVP5V6S4ZW638S,,76cf07b5aa6ac15a6f3afee24466f6b3,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 14:18:03.512684+08:00
01KNXMXV5H7BXBS80CBZCTE9JH,,c722f3cee360d269cf82f36d9638c991,AGENT,こんにちは！ 私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 14:51:06.648277+08:00
01KNXNHG9XBS3CBN6XYSDXXTY2,,b2696866d281f1fab51489c9368d0bac,AGENT,こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-11 15:01:55.175856+08:00
01KNXPEZ2XTX7KQXWWJ1N9NR3P,,76a386e8bac451e88a42dc79e034ec35,AGENT,こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？,,2026-04-11 15:18:01.759916+08:00
01KNXRPYC3PP1C6V4N8690TAYD,,7840c1c80441af2750c7532e53c6e143,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-11 15:57:14.765508+08:00
01KNXSBAYPZJQQ2GBK4Z15PRHK,,1b88329496e118052c262dbaf83284a5,AGENT,いらっしゃいませ。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、ご興味はございますか？,,2026-04-11 16:08:25.015799+08:00
01KNXSERRP9JG67V0Q7YAAYR63,,1b88329496e118052c262dbaf83284a5,AGENT,"お客様、こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-11 16:10:15.579170+08:00
01KNXVNP6RDA6H1AQAGVC5VR0B,,7b888851038f68d3262ed04636cb40a3,AGENT,月餅ちゃんと申します。クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はございますか？,,2026-04-11 16:48:58.737503+08:00
01KNXW6DMBP0B22HV963DAZVMX,,ff88bb08ee47acaf0e51f01abc6379b1,AGENT,こんにちは。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、または業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？,,2026-04-11 16:58:06.248044+08:00
01KNXW9T5B8W3D6F6MPQJNVM4J,,f1b47c11011d0ed2bde64f898546f02a,AGENT,こんにちは！私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 16:59:58.520036+08:00
01KNXWMFA5VQXNXEFJGC6Y09ZD,,b2696866d281f1fab51489c9368d0bac,AGENT,お客様、こんにちは！私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はありますか？,,2026-04-11 17:05:46.962331+08:00
01KNXX2ESZPC15N8MNHAW5M4NG,,014bbb3e37fb3a86c06b391ff2e85c47,AGENT,"こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムVicon、どちらにご興味がありますか？",,2026-04-11 17:13:25.653259+08:00
01KNXXD0FATRYAR9ACPZGC9ER2,,a2ea20bf421dc77a7f80cadce2abd330,AGENT,初めまして、私が株式会社クレッセントのアシスタント、ゲッペイです。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 17:19:16.315386+08:00
01KNXXH37ZYEW76BRY8KYHN3DJ,,a2ea20bf421dc77a7f80cadce2abd330,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-11 17:21:29.073980+08:00
01KNXXKDAS0K2A8593K0Y27ATE,,a2ea20bf421dc77a7f80cadce2abd330,AGENT,ゲッペイと申します。株式会社クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございますが、ご興味はございますか？,,2026-04-11 17:22:44.794882+08:00
01KNY0NFSSATNS6T5ZN4G3YT5P,,9a2906d8c77ce140565ce857e4391d08,AGENT,はじめまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、2026年最新スタジオについてご興味はございますか？,,2026-04-11 18:16:16.513657+08:00
01KNY0PGKFBG3266VGH59K35FF,,9a2906d8c77ce140565ce857e4391d08,AGENT,こんにちは。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 18:16:48.974660+08:00
01KNY0T0KZFB57N42WKBMAW922,,a2ea20bf421dc77a7f80cadce2abd330,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できますが、ご興味はございますか？,,2026-04-11 18:18:53.528949+08:00
01KNY156M9TF45M30RH9EC7XKR,,a2ea20bf421dc77a7f80cadce2abd330,AGENT,月餅と申します。株式会社クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 18:24:54.904713+08:00
01KNY2VVZBVC1ESH96J63MQ8E5,,00f78e0aa9f6a6b095b7a01a819efb94,AGENT,"こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイと申します。

ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-11 18:54:48.541496+08:00
01KNY4R2KHHKCF64YGBN9JB372,,fb45dbd66b7ee796feda4411ea2f71f4,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 19:27:34.818590+08:00
01KNY51K8EJPCV9CYM6WSPV64A,,a1cbfa642eb625cf6b74202948adff48,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅です。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-11 19:32:46.362965+08:00
01KNY5518R3BFVK0QTXKK0CTX7,,a1cbfa642eb625cf6b74202948adff48,AGENT,皆様、こんにちは。私は株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどにご興味はございますか？,,2026-04-11 19:34:38.487253+08:00
01KNY5P8MVZ0JM70SHACVVZ57C,,485a7d04012c54fa1f7f20dd41971f60,AGENT,ようこそおいでくださいました。わたくしは株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-11 19:44:13.090427+08:00
01KNY5RASDJYA0ZP2Q3ZBPR57J,,485a7d04012c54fa1f7f20dd41971f60,AGENT,こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 19:45:11.542423+08:00
01KNY5VF789FHDZBP6Y7M0JYGV,,fc5ff97a7eff14da01a2e757cd54d15b,AGENT,"こんにちは！株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。

ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-11 19:46:54.763211+08:00
01KNY677S1NW9834BGANQJ8QKJ,,485a7d04012c54fa1f7f20dd41971f60,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 19:53:20.242800+08:00
01KNY9PY3X8N0KF98PSMMH2VZY,,26fb27079e745802d5dba7da662f447b,AGENT,"こんにちは！ 株式会社クレッセントのアシスタント、月餅（ゲッペイ）と申します。

ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？",,2026-04-11 20:54:21.537478+08:00
01KNYBDXCQEZA35MF7QWAZQTE6,,cbed8726cb8cf1b4ca50832a3106491a,AGENT,月餅ちゃんと申します。株式会社クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご案内できます。,,2026-04-11 21:24:20.976179+08:00
01KNYEM9RAGSHWB3Q75VWWC3TN,,d51bec61e8522249bb7235790e25a746,AGENT,こんにちは、私は株式会社クレッセントのアシスタント、ゲッペイです。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてお話しできます。,,2026-04-11 22:20:40.673824+08:00
01KNYFTS08PTA3XK2K8M8FP0HJ,,4d963d4d1692533e9939ee99de029db5,AGENT,こんにちは。私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-11 22:41:16.914131+08:00
01KNYMZ5M3SHZA7SP4N2ZHQCBD,,3163f3dd972e063d5bed1062565a3193,AGENT,こんにちは！株式会社クレッセントのアシスタント、月餅です。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-12 00:11:09.538334+08:00
01KNYNJB5E3BE3ZRH5VZHCEPCS,,29ce75227f6e7618e0acdbb33aae0a20,AGENT,初めまして、私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどについてご紹介できます。,,2026-04-12 00:21:34.348322+08:00
01KNYP0PDJN80M51T1HXCHHXAE,,7231fd0744bc8d4535f2e9d9556a1203,AGENT,株式会社クレッセントのアシスタント、月餅と申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-12 00:29:23.210454+08:00
01KNYR1GAETPH8GE1K31Y4FHBY,,2b4bf534a5810499ae40599428a8f4f4,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 01:04:45.287606+08:00
01KNYRJQ0H850RC8174G2MCM6Y,,868243a12bb720054a0c8d6ab512aa2e,AGENT,こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムVicon、どちらにご興味がありますか？,,2026-04-12 01:14:12.560050+08:00
01KNYT3JG6Q3X10F4FHJ8DBPE8,,4d963d4d1692533e9939ee99de029db5,AGENT,月餅と申します。株式会社クレッセントのアシスタントです。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はありませんか？,,2026-04-12 01:40:51.592520+08:00
01KNYVFAE7JXXH1RN94NKZTWB8,,d79509cf88721d56bbf19d3f1005a99a,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-12 02:04:53.217469+08:00
01KNZ1AZ2KB082BT7KX1A20PY6,,d79509cf88721d56bbf19d3f1005a99a,AGENT,ようこそお越しくださいました！私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はありますか？,,2026-04-12 03:47:21.696129+08:00
01KNZ4ZGZEVHH6CZ1FZWHGVJ37,,620f2db1e05c543db9f705fb8ba697e4,AGENT,株式会社クレッセントのアシスタント、月餅と申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなどがございます。,,2026-04-12 04:50:54.216705+08:00
01KNZ5Z06QYSPX5QQ3KTAPHW9Y,,d79509cf88721d56bbf19d3f1005a99a,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-12 05:08:11.465738+08:00
01KNZ94DQCGN5BB4QKHPNDVFP3,,5cd33a5125060bc97e66cd7b78e5cc02,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムViconなど、クレッセントの最新技術にご興味はありますか？,,2026-04-12 06:03:31.219624+08:00
01KNZ94TA9KJGSBC0DMBT4R60B,,5cd33a5125060bc97e66cd7b78e5cc02,AGENT,"ようこそ！私が株式会社クレッセントのアシスタント、ゲッペイです。

ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？",,2026-04-12 06:03:43.612458+08:00
01KNZ9T53YX35F1JJYYXRCDMAC,,4a79fc98c23589c664e642a1fecacbea,AGENT,皆様、こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 06:15:24.031045+08:00
01KNZ9T53YX35F1JJYYXRCDMAC,,4a79fc98c23589c664e642a1fecacbea,USER,I'm Athena,,2026-04-12 06:15:30.984511+08:00
01KNZ9T53YX35F1JJYYXRCDMAC,,4a79fc98c23589c664e642a1fecacbea,AGENT,"Nice to meet you, Athena! I'm MoonCake, assistant at Crescent Inc.

Are you interested in learning about our Volu☆ME! system for live streaming, or perhaps our industry-leading Vicon motion capture system?",,2026-04-12 06:15:31.007810+08:00
01KNZA2KGDV91N5ZP0ZEK76Q3R,,aac0378086d8b77c71d9cab0366bd8fc,AGENT,こんにちは、私の名前はゲッペイです。株式会社クレッセントのアシスタントをしております。,,2026-04-12 06:20:06.621283+08:00
01KNZG7FY4NHDJYVHQES5J2F99,,9fb663c1dedd7ccbb5fa738d6e081b22,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、2026年最新スタジオについてご案内できます。,,2026-04-12 08:07:27.617055+08:00
01KNZJ5GD8MXE0MCGXB61HB600,,00add135a9ee085bf49ad71d9739a69c,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 08:41:24.140503+08:00
01KNZKBAPR12QSHTHJ9RZJ34BQ,,7400e64e9053aa2e6783ece72ca7804d,AGENT,"こんにちは、ゲッペイと申します。株式会社クレッセントのアシスタントをしております。

ライブ配信などで活用できるVolu☆ME!、または業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？",,2026-04-12 09:02:01.182620+08:00
01KNZKFH3VA2Y94FERVM1C1EC1,,5ed1cfae37c29457c72cb54785720ea7,AGENT,皆様、こんにちは！ 株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:04:37.582538+08:00
01KNZKGQNFAGP2NQYHBH8HT1J3,,aeba23432066de535db72b0df312d15b,AGENT,こんにちは！株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:04:56.181874+08:00
01KNZKJEGXB388TP7X49FG0PNN,,7400e64e9053aa2e6783ece72ca7804d,AGENT,初めまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconなどにご興味はございますか？,,2026-04-12 09:05:52.269531+08:00
01KNZKX2HRXX9TGP9FWWCRRYAX,,aeba23432066de535db72b0df312d15b,AGENT,こんにちは、私はクレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:11:41.772104+08:00
01KNZKY5T1TYJV7AJFRMNRAF0J,,aeba23432066de535db72b0df312d15b,AGENT,株式会社クレッセントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconにご興味はございますか？,,2026-04-12 09:12:17.403160+08:00
01KNZM3C3MA4J868EDRDC4317N,,9d1558f826060ef48b629cb7d21f302a,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:15:07.223707+08:00
01KNZN0Z7YWZSP3VYX2FY2P1DT,,4d963d4d1692533e9939ee99de029db5,AGENT,株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:31:18.887378+08:00
01KNZN4ZBBKR8Y3F4HCV3KMAXD,,4d963d4d1692533e9939ee99de029db5,AGENT,はじめまして。株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!や、業界最高水準のモーションキャプチャシステムViconについてご興味はございますか？,,2026-04-12 09:33:29.026343+08:00
01KNZNNXXYZV1V3S829MCD785H,,fd6108040b83943e3bfaca9c11acb4b4,AGENT,クリーンなインターフェースですね。私はクレッセントのゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、業界最高水準のモーションキャプチャシステムVicon、どちらにご興味がありますか？,,2026-04-12 09:42:45.438826+08:00
01KNZP9AQK10W2MDCCH1N87ECF,,d9439461515f9454b0291348ef705c5e,AGENT,月餅です。クレッセントアシスタントの月餅です。 ライブ配信などで活用できるVolu☆ME!と業界最高水準のモーションキャプチャシステムViconにご興味はありますか？,,2026-04-12 09:53:20.207241+08:00
01KNZPD08F275ZQPHVM46WK8MB,,315357002ab55af1980e9437dbde8c88,AGENT,初めまして。私、株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!と、2026年最新スタジオにご興味はございませんか？,,2026-04-12 09:55:23.425419+08:00
01KNZPHSM2H3HST6A1XN3KWEY2,,b74ccc39ad1bdf19856488606be591bc,AGENT,こんにちは！ 私は株式会社クレッセントのアシスタント、ゲッペイと申します。ライブ配信などで活用できるVolu☆ME!、そして業界最高水準のモーションキャプチャシステムViconについてご紹介できます。,,2026-04-12 09:57:57.352213+08:00
